,No Mhs,Kalkulus 1 TP1,Kalkulus TP2,Kalkulus 1 UTS,Kalkulus 1 UAS,Kalkulus 1 Rata-Rata,Data Sci IoT TP1,Data Sci IoT TP2,Data Sci IoT UTS,Data Sci IoT UAS,Data Sci IoT Rata-Rata,Keamanan Komp TP1,Keamanan Komp TP2,Keamanan Komp UTS,Keamanan Komp UAS,Keamanan Komp Rata-Rata,Jaringan Komp TP1,Jaringan Komp TP2,Jaringan Komp UTS,Jaringan Komp UAS,Jaringan Komp Rata-Rata,Machine Learning Lanjut TP1,Machine Learning Lanjut TP2,Machine Learning Lanjut UTS,Machine Learning Lanjut UAS,Machine Learning Lanjut Rata-Rata,Pemodelan B. Objek TP1,Pemodelan B. Objek TP2,Pemodelan B. Objek UTS,Pemodelan B. Objek UAS,Pemodelan B. Objek Rata-Rata,Pengolahan Gbr Data Sci TP1,Pengolahan Gbr Data Sci TP2,Pengolahan Gbr Data Sci TP3,Pengolahan Gbr Data Sci TP4,Pengolahan Gbr Data Sci Rata-Rata,Pemrograman Web TP1,Pemrograman Web TP2,Pemrograman Web UTS,Pemrograman Web UAS,Pemrograman Web Rata-Rata,Pemrograman Mobile TP1,Pemrograman Mobile TP2,Pemrograman Mobile UTS,Pemrograman Mobile UAS,Pemrograman Mobile Rata-Rata,Blockchain TP1,Blockchain TP2,Blockchain UTS,Blockchain UAS,Blockchain Rata-Rata,Topik Skripsi
806,806,9,9,9,9,9,10,9,5,10,8,5,7,2,5,5,8,11,8,5,8,5,5,10,2,6,11,8,6,5,8,7,11,11,11,10,7,6,9,9,8,7,7,12,3,7,10,9,6,10,9,Blockchain
807,807,6,3,4,3,4,9,9,7,8,8,12,9,12,12,11,7,11,4,7,7,9,12,11,6,10,9,7,4,2,6,11,7,9,12,10,10,11,12,8,10,9,10,6,11,9,12,8,11,11,10,Machine Learning Lanjut
808,808,3,5,5,2,4,10,8,4,9,8,3,7,3,2,4,10,7,3,7,7,9,10,9,10,10,8,5,7,9,7,7,5,5,8,6,8,10,7,6,8,2,2,2,3,2,8,7,5,5,6,Machine Learning Lanjut
809,809,6,2,2,1,3,8,5,6,9,7,9,8,12,12,10,8,4,1,1,4,6,3,7,1,4,12,11,9,9,10,7,10,5,10,8,7,11,10,8,9,5,3,1,1,2,5,9,9,7,8,Pemrograman Web
810,810,11,12,9,6,10,10,8,9,5,8,10,7,7,6,8,8,6,2,5,5,11,7,10,6,8,5,5,5,5,5,5,4,3,4,4,10,11,6,2,7,12,9,7,8,9,11,11,8,5,9,Blockchain
811,811,6,5,6,8,6,9,10,11,6,9,10,11,7,6,8,11,9,10,11,10,12,11,9,10,10,11,9,6,10,9,8,4,7,3,6,5,6,6,9,6,10,8,6,3,7,12,11,11,10,11,Blockchain
812,812,4,4,6,8,6,4,8,3,1,4,5,7,6,6,6,9,9,8,5,8,5,3,5,3,4,2,5,1,1,2,4,5,9,9,7,2,3,6,2,3,6,6,8,3,6,5,5,1,3,4,Kalkulus 1
813,813,9,9,5,5,7,6,3,6,8,6,8,12,7,6,8,8,9,4,9,8,7,3,6,6,6,11,9,10,6,9,11,7,12,8,10,11,11,8,5,9,10,11,9,5,9,5,5,2,7,5,Pemrograman Web
814,814,11,12,12,8,11,7,9,6,6,7,11,11,10,12,11,5,9,9,6,7,10,7,9,3,7,9,6,10,10,9,9,9,9,12,10,5,2,3,5,4,11,11,12,7,10,9,11,11,12,11,Kalkulus 1
815,815,5,5,4,3,4,8,10,11,12,10,9,10,6,3,7,12,11,12,12,12,5,2,1,2,2,9,10,10,9,10,11,9,11,12,11,10,8,8,12,10,6,7,7,5,6,10,7,11,4,8,Data Sci IoT
816,816,3,5,2,3,3,2,2,5,3,3,9,7,9,4,7,9,6,3,6,6,6,9,3,4,6,4,2,5,4,4,2,6,6,4,4,4,4,9,1,4,9,7,3,8,7,3,4,6,1,4,Jaringan Komp
817,817,7,11,7,10,9,6,4,1,5,4,12,9,12,10,11,9,5,4,6,6,5,2,4,5,4,12,10,11,11,11,9,12,6,3,8,5,8,7,6,6,11,7,3,5,6,12,9,9,6,9,Kalkulus 1
818,818,9,6,9,7,8,8,7,6,7,7,9,7,5,10,8,6,6,10,9,8,12,11,8,4,9,12,12,10,7,10,12,11,7,8,10,5,7,4,6,6,5,4,1,1,3,9,10,6,9,8,Pemodelan B. Objek
819,819,9,6,11,10,9,11,11,12,8,10,10,12,12,7,10,6,5,7,9,7,5,1,6,5,4,8,6,7,7,7,10,7,5,8,8,11,9,12,5,9,7,5,6,2,5,9,11,10,8,10,Blockchain
820,820,8,5,5,4,6,9,8,8,6,8,4,6,6,5,5,9,5,1,4,5,9,5,6,7,7,3,6,7,1,4,10,8,6,8,8,5,1,3,6,4,4,1,6,3,4,7,10,5,8,8,Pengolahan Gbr Data Sci
821,821,5,2,4,4,4,12,8,7,9,9,5,1,1,5,3,8,6,6,2,6,5,6,4,7,6,6,10,4,4,6,8,4,4,8,6,9,10,6,10,9,11,10,10,6,9,10,7,12,7,9,Pemrograman Web
822,822,5,6,6,5,6,10,8,8,4,8,9,9,5,5,7,11,11,7,4,8,8,6,5,4,6,10,12,6,5,8,11,7,7,8,8,8,6,8,7,7,5,8,4,8,6,12,9,5,8,8,Jaringan Komp
823,823,7,5,8,9,7,8,11,7,9,9,8,10,9,10,9,5,4,9,1,5,10,8,6,10,8,12,12,9,11,11,5,4,9,3,5,11,12,7,6,9,5,5,6,8,6,7,8,6,2,6,Data Sci IoT
824,824,9,6,10,5,8,8,8,10,9,9,9,9,6,8,8,3,2,7,6,4,7,8,8,5,7,8,5,2,3,4,5,9,10,5,7,7,8,10,5,8,10,7,9,4,8,8,8,9,5,8,Data Sci IoT
825,825,11,12,10,6,10,11,7,11,7,9,9,8,6,8,8,10,12,6,9,9,8,6,10,6,8,7,9,5,1,6,5,6,4,5,5,11,7,4,6,7,10,11,6,4,8,10,7,11,8,9,Data Sci IoT
826,826,9,8,6,11,8,10,7,5,3,6,11,10,7,5,8,11,10,7,11,10,6,2,2,2,3,7,10,4,8,7,8,4,7,5,6,8,5,3,6,6,7,6,5,8,6,11,7,8,8,8,Kalkulus 1
827,827,11,12,7,9,10,9,5,3,3,5,6,2,1,3,3,5,2,1,4,3,8,4,4,6,6,8,12,4,4,7,5,6,5,5,5,9,9,12,11,10,8,10,12,7,9,10,9,8,4,8,Pemrograman Web
828,828,10,8,10,8,9,5,7,10,8,8,4,7,7,3,5,3,5,8,8,6,2,3,4,1,2,8,8,4,6,6,3,3,5,1,3,3,5,2,1,3,3,1,3,2,2,2,4,2,5,3,Data Sci IoT
829,829,12,10,11,11,11,11,10,12,7,10,9,11,8,9,9,6,8,6,2,6,9,10,7,4,8,8,10,6,6,8,5,8,9,6,7,5,9,9,4,7,8,12,5,9,8,6,8,4,4,6,Keamanan Komp
830,830,7,8,7,5,7,5,5,2,5,4,9,12,6,5,8,10,10,7,12,10,5,1,5,3,4,9,11,6,7,8,9,9,7,10,9,10,7,11,8,9,5,6,6,4,5,6,5,1,1,3,Pemrograman Web
831,831,6,7,5,3,5,8,7,3,6,6,6,6,11,9,8,7,4,6,2,5,6,8,2,2,4,7,11,4,2,6,6,9,3,3,5,9,10,12,7,10,11,11,11,8,10,11,11,8,7,9,Pemrograman Mobile
832,832,8,8,8,10,8,4,5,7,4,5,9,9,10,5,8,2,1,5,2,2,2,1,6,4,3,9,10,5,2,6,8,10,10,7,9,8,8,5,3,6,3,3,5,5,4,2,3,1,6,3,Pengolahan Gbr Data Sci
833,833,7,6,6,4,6,8,7,9,12,9,5,4,7,8,6,9,11,7,5,8,6,3,3,4,4,10,8,7,6,8,8,7,6,7,7,11,9,5,2,7,11,12,12,7,10,10,6,4,5,6,Data Sci IoT
834,834,11,9,7,5,8,7,6,8,4,6,12,8,5,1,6,11,12,8,5,9,12,9,6,7,8,7,6,6,6,6,7,10,9,5,8,6,5,1,6,4,9,9,6,10,8,12,8,6,3,7,Machine Learning Lanjut
835,835,12,8,10,8,10,12,11,8,12,11,6,2,5,4,4,8,5,4,9,6,5,7,3,4,5,8,8,12,10,10,9,11,7,11,10,11,11,10,8,10,11,12,11,7,10,6,5,5,10,6,Pemodelan B. Objek
836,836,5,8,3,5,5,6,6,5,1,4,2,6,6,2,4,6,10,4,1,5,2,2,6,3,3,2,3,6,7,4,5,7,8,6,6,5,9,3,4,5,6,8,10,7,8,9,5,4,5,6,Pengolahan Gbr Data Sci
837,837,7,6,7,6,6,12,9,6,2,7,8,6,9,9,8,11,8,9,9,9,8,5,7,3,6,8,7,11,6,8,7,10,12,7,9,5,3,5,2,4,10,10,9,6,9,7,3,2,7,5,Jaringan Komp
838,838,5,7,3,1,4,9,5,10,10,8,12,12,8,4,9,11,9,9,6,9,7,7,10,5,7,8,12,7,7,8,9,11,7,7,8,7,3,4,4,4,12,8,5,8,8,6,10,9,5,8,Data Sci IoT
839,839,5,1,3,5,4,6,9,7,9,8,8,10,4,3,6,8,10,6,2,6,9,12,7,11,10,5,9,2,7,6,8,8,5,4,6,10,8,12,9,10,5,6,6,3,5,7,4,9,1,5,Data Sci IoT
840,840,8,4,3,1,4,10,9,7,9,9,10,7,5,5,7,6,9,10,9,8,10,8,5,7,8,6,6,5,2,5,8,10,6,9,8,9,6,9,6,8,8,10,7,8,8,5,5,6,2,4,Jaringan Komp
841,841,12,9,11,5,9,10,10,8,10,10,5,9,8,2,6,6,3,1,5,4,12,10,12,9,11,8,6,7,2,6,10,9,7,11,9,11,12,10,10,11,6,5,7,1,5,9,8,7,12,9,Machine Learning Lanjut
842,842,6,7,11,2,6,11,11,10,9,10,8,5,5,5,6,5,6,5,8,6,11,11,8,6,9,5,4,1,1,3,12,12,8,9,10,5,4,3,8,5,12,10,7,7,9,12,10,6,8,9,Machine Learning Lanjut
843,843,6,9,2,3,5,8,9,10,6,8,11,7,9,5,8,6,4,1,2,3,9,11,5,5,8,5,3,2,6,4,11,11,11,8,10,8,7,11,3,7,10,12,12,11,11,5,7,3,7,6,Pengolahan Gbr Data Sci
844,844,9,6,10,3,7,5,4,5,7,5,5,8,10,7,8,3,4,8,3,4,10,7,8,5,8,4,1,5,5,4,6,10,8,9,8,4,1,3,2,2,6,9,8,9,8,3,4,5,4,4,Pengolahan Gbr Data Sci
845,845,11,12,9,9,10,7,9,4,5,6,7,9,3,6,6,11,11,11,12,11,8,6,7,4,6,9,5,7,9,8,8,5,8,5,6,9,7,12,12,10,10,7,7,8,8,7,4,8,2,5,Kalkulus 1
846,846,11,11,11,12,11,10,10,12,11,11,7,8,10,11,9,12,11,12,11,12,9,9,7,10,9,10,8,5,1,6,7,11,7,3,7,11,12,8,4,9,10,7,6,5,7,5,2,2,7,4,Data Sci IoT
847,847,10,7,9,7,8,6,4,8,5,6,5,7,6,7,6,11,11,12,12,12,6,6,4,8,6,6,9,7,2,6,6,10,11,5,8,6,5,4,5,5,12,9,12,7,10,5,1,5,4,4,Jaringan Komp
848,848,2,1,5,1,2,7,10,4,3,6,9,5,10,8,8,9,8,6,8,8,5,8,10,1,6,8,9,7,5,7,3,5,2,5,4,5,7,5,5,6,2,2,6,2,3,4,7,7,8,6,Pemodelan B. Objek
849,849,10,6,2,2,5,6,4,4,7,5,10,11,7,6,8,12,8,8,10,10,8,8,4,4,6,11,10,9,12,10,5,8,9,4,6,10,12,9,12,11,6,3,7,6,6,11,9,8,4,8,Pemrograman Web
850,850,5,3,7,5,5,8,11,7,6,8,12,8,11,8,10,12,8,8,12,10,9,7,7,3,6,6,9,3,2,5,8,10,7,11,9,9,10,9,9,9,6,10,10,9,9,10,11,12,8,10,Blockchain
851,851,8,5,10,4,7,10,10,11,9,10,11,7,3,1,6,11,9,12,5,9,12,11,11,7,10,10,7,3,4,6,10,8,5,4,7,11,9,9,10,10,11,12,11,10,11,10,8,5,10,8,Machine Learning Lanjut
852,852,9,9,7,6,8,9,10,7,9,9,4,1,4,2,3,3,7,3,6,5,4,4,9,1,4,2,4,4,5,4,2,4,7,4,4,4,8,3,2,4,3,7,8,3,5,5,9,6,10,8,Blockchain
853,853,8,6,5,4,6,8,5,10,3,6,6,9,4,1,5,10,12,8,10,10,9,7,11,8,9,10,9,6,4,7,10,10,6,5,8,11,11,7,11,10,10,9,12,11,10,9,8,8,6,8,Pemrograman Web
854,854,11,10,6,3,8,12,12,8,4,9,7,9,10,9,9,6,9,8,7,8,11,11,10,6,10,5,3,7,3,4,8,4,1,6,5,12,9,7,4,8,8,6,10,2,6,8,5,1,2,4,Machine Learning Lanjut
855,855,11,9,11,8,10,12,10,10,6,10,7,5,6,7,6,5,7,10,8,8,12,9,6,11,10,7,7,11,12,9,9,11,7,12,10,12,10,11,7,10,5,8,10,9,8,9,5,4,4,6,Data Sci IoT
856,856,6,6,8,10,8,7,8,4,4,6,4,5,3,4,4,10,9,10,9,10,6,2,4,3,4,8,7,9,7,8,10,8,10,5,8,7,3,3,5,4,10,8,8,7,8,5,6,5,7,6,Pemodelan B. Objek
857,857,8,9,8,4,7,12,10,6,5,8,10,9,8,9,9,12,9,9,5,9,7,3,4,2,4,8,7,3,4,6,6,10,7,9,8,8,4,5,1,4,5,3,1,4,3,7,6,4,4,5,Data Sci IoT
858,858,9,7,8,12,9,7,3,6,7,6,9,8,9,4,8,5,2,1,1,2,12,9,5,1,7,6,9,9,5,7,8,5,8,3,6,6,5,10,6,7,12,11,7,10,10,6,8,11,7,8,Kalkulus 1
859,859,7,7,8,6,7,11,11,11,8,10,12,8,9,6,9,5,8,6,2,5,11,11,8,12,10,8,5,3,6,6,11,8,5,3,7,11,7,5,3,6,8,12,9,12,10,9,9,7,7,8,Data Sci IoT
860,860,7,7,8,5,7,9,5,3,1,4,10,10,8,9,9,2,4,2,3,3,2,4,2,5,3,3,1,2,4,2,7,10,5,7,7,6,9,7,7,7,4,5,8,7,6,2,3,4,4,3,Keamanan Komp
861,861,12,9,8,10,10,5,9,3,4,5,10,10,8,8,9,6,2,6,6,5,9,7,3,2,5,12,10,6,2,8,7,11,4,5,7,9,7,7,7,8,6,9,8,11,8,7,4,6,5,6,Pemodelan B. Objek
862,862,8,11,5,3,7,8,4,1,6,5,8,11,11,11,10,5,6,6,2,5,6,10,9,6,8,9,10,7,9,9,7,5,1,4,4,8,5,5,7,6,5,9,7,7,7,7,9,12,4,8,Pemodelan B. Objek
863,863,12,10,8,7,9,7,3,5,3,4,7,8,7,7,7,11,11,11,7,10,9,9,9,10,9,11,8,8,8,9,10,8,10,8,9,5,8,6,8,7,5,9,4,4,6,10,9,7,5,8,Jaringan Komp
864,864,9,8,6,9,8,8,8,10,6,8,10,7,10,9,9,6,8,4,5,6,4,2,2,6,4,10,10,9,5,8,6,5,9,7,7,7,9,6,7,7,6,3,5,2,4,2,1,1,3,2,Data Sci IoT
865,865,10,6,4,4,6,8,5,2,1,4,12,11,11,7,10,5,2,1,5,3,5,5,5,2,4,10,9,12,10,10,12,8,5,7,8,10,7,6,11,8,11,12,8,6,9,8,6,10,2,6,Pemrograman Mobile
866,866,7,3,8,6,6,6,2,1,5,4,10,12,7,9,10,10,8,5,7,8,8,8,8,11,9,8,7,11,12,10,5,3,5,7,5,5,4,2,4,4,10,7,5,8,8,6,2,4,2,4,Machine Learning Lanjut
867,867,5,1,5,3,4,6,2,5,1,4,8,9,6,2,6,9,5,6,1,5,11,9,10,9,10,7,11,5,5,7,11,11,10,12,11,8,5,2,5,5,11,7,5,5,7,5,9,10,5,7,Machine Learning Lanjut
868,868,7,7,5,3,6,6,4,7,7,6,10,8,10,5,8,10,6,8,3,7,3,1,5,2,3,7,6,10,4,7,4,8,2,1,4,5,3,3,6,4,7,9,8,6,8,10,7,4,4,6,Pemrograman Mobile
869,869,7,3,5,2,4,9,8,6,7,8,9,10,5,4,7,8,10,12,11,10,10,8,6,5,7,8,9,10,9,9,7,4,9,8,7,12,11,8,8,10,10,9,12,10,10,6,5,4,9,6,Jaringan Komp
870,870,7,4,8,7,6,7,7,8,12,8,10,11,9,5,9,6,3,5,2,4,11,12,9,9,10,8,12,4,2,6,12,8,9,8,9,9,9,9,11,10,11,9,8,5,8,11,12,12,9,11,Blockchain
871,871,7,8,3,2,5,8,7,11,8,8,6,7,10,3,6,6,3,4,6,5,11,9,12,12,11,9,8,7,4,7,8,4,6,3,5,10,10,12,8,10,9,7,6,9,8,11,10,10,9,10,Pemrograman Web
872,872,7,8,9,5,7,8,8,10,10,9,10,6,8,6,8,5,7,9,4,6,9,6,7,2,6,4,7,2,6,5,8,9,10,4,8,8,4,7,6,6,8,4,5,9,6,6,7,5,5,6,Pengolahan Gbr Data Sci
873,873,11,10,11,10,10,9,6,5,10,8,12,9,7,6,8,12,10,6,4,8,9,8,10,11,10,11,11,9,10,10,6,2,7,5,5,7,10,11,4,8,5,3,7,1,4,12,9,5,2,7,Machine Learning Lanjut
874,874,11,8,4,1,6,12,11,7,11,10,9,12,8,4,8,10,8,5,1,6,6,3,1,4,4,11,8,6,7,8,10,11,9,9,10,8,7,9,8,8,7,3,5,1,4,8,11,9,11,10,Pengolahan Gbr Data Sci
875,875,6,8,9,2,6,12,8,11,6,9,12,10,12,9,11,11,12,10,10,11,9,10,7,4,8,7,6,2,3,4,11,11,11,12,11,12,8,10,7,9,11,7,11,8,9,9,8,4,3,6,Jaringan Komp
876,876,6,5,1,5,4,8,10,5,10,8,5,3,3,4,4,5,3,8,7,6,9,7,4,9,7,3,5,4,5,4,10,10,10,8,10,5,3,6,3,4,8,6,3,7,6,2,1,4,5,3,Pengolahan Gbr Data Sci
877,877,10,8,5,10,8,9,8,10,8,9,8,10,4,8,8,6,2,3,6,4,8,8,10,7,8,8,4,6,1,5,6,4,4,6,5,12,8,5,6,8,5,4,9,8,6,6,10,4,4,6,Data Sci IoT
878,878,7,9,3,2,5,5,4,3,5,4,10,11,12,8,10,12,9,5,8,8,9,9,12,12,10,7,5,6,1,5,5,4,9,7,6,11,7,11,7,9,10,9,9,11,10,10,9,6,5,8,Keamanan Komp
879,879,8,5,10,7,8,11,9,9,10,10,12,9,8,4,8,6,2,3,6,4,10,7,8,10,9,5,8,9,9,8,5,7,3,1,4,8,12,6,8,8,11,8,4,5,7,6,5,8,4,6,Data Sci IoT
880,880,6,3,7,5,5,4,4,1,5,4,9,9,6,8,8,10,10,8,7,9,7,4,3,5,5,6,10,4,4,6,2,6,2,2,3,7,6,10,4,7,4,2,2,5,3,9,7,9,4,7,Jaringan Komp
881,881,10,8,10,10,10,8,7,12,12,10,8,5,10,2,6,11,7,7,4,7,9,6,4,2,5,9,11,11,11,10,11,10,11,10,10,10,12,8,7,9,7,10,11,11,10,9,8,5,6,7,Data Sci IoT
882,882,11,7,11,10,10,6,2,3,1,3,10,9,8,5,8,6,6,9,11,8,10,9,9,11,10,5,5,4,9,6,8,10,12,12,10,12,10,12,8,10,10,10,7,6,8,6,8,10,8,8,Kalkulus 1
883,883,8,5,4,6,6,12,11,7,7,9,5,7,3,5,5,6,10,5,6,7,10,10,12,6,10,10,12,12,6,10,8,4,5,3,5,8,9,11,4,8,6,6,11,10,8,5,8,9,3,6,Pemodelan B. Objek
884,884,7,3,8,1,5,10,9,6,9,8,4,3,5,4,4,10,8,9,8,9,5,7,8,4,6,7,6,3,8,6,5,1,1,6,3,3,3,5,7,4,6,4,7,4,5,5,2,7,5,5,Machine Learning Lanjut
885,885,6,6,9,6,7,11,9,6,10,9,12,8,7,3,8,6,2,2,1,3,9,11,6,9,9,6,2,4,6,4,9,11,10,8,10,11,10,12,8,10,8,12,8,7,9,6,4,1,3,4,Pemrograman Web
886,886,6,9,2,4,5,9,6,3,3,5,11,10,6,2,7,6,5,3,5,5,6,2,5,2,4,11,11,12,8,10,6,4,4,4,4,5,5,1,1,3,5,4,1,1,3,10,8,9,9,9,Keamanan Komp
887,887,10,12,12,8,10,10,10,10,7,9,7,6,7,3,6,9,10,6,6,8,11,8,11,10,10,8,8,5,4,6,5,7,9,2,6,6,8,10,9,8,8,10,5,8,8,7,9,11,5,8,Data Sci IoT
888,888,10,6,6,6,7,6,5,7,2,5,7,3,5,4,5,4,2,7,1,4,2,5,7,3,4,4,1,4,6,4,3,5,8,3,5,4,5,8,8,6,8,6,9,7,8,7,8,4,5,6,Pemrograman Mobile
889,889,12,9,9,12,10,6,6,8,6,6,7,5,4,2,4,12,11,8,7,10,6,8,8,7,7,12,12,8,5,9,7,4,4,6,5,5,2,5,3,4,12,10,10,8,10,10,8,9,5,8,Pemrograman Mobile
890,890,6,9,11,8,8,9,9,5,3,6,5,6,9,6,6,8,8,7,3,6,10,6,4,3,6,10,6,9,4,7,5,9,1,6,5,8,10,4,4,6,9,5,6,5,6,6,8,7,7,7,Blockchain
891,891,7,7,9,8,8,9,11,8,9,9,9,11,12,8,10,8,7,9,5,7,12,8,8,5,8,6,7,6,10,7,6,2,3,2,3,6,9,3,1,5,11,9,11,8,10,11,10,11,7,10,Blockchain
892,892,8,9,7,7,8,8,10,4,9,8,7,3,2,3,4,10,6,5,7,7,6,6,4,6,6,3,2,7,6,4,3,3,5,7,4,9,9,6,2,6,2,5,6,3,4,4,8,4,9,6,Kalkulus 1
893,893,6,9,9,11,9,11,7,6,4,7,12,8,8,6,8,9,8,12,5,8,10,9,9,12,10,7,5,6,1,5,5,7,10,5,7,10,10,7,6,8,11,9,9,5,8,9,6,3,5,6,Kalkulus 1
894,894,6,10,2,7,6,5,5,2,4,4,9,7,10,6,8,11,7,10,11,10,10,6,4,6,6,7,11,8,7,8,5,5,4,4,4,6,3,2,1,3,12,10,7,4,8,6,7,10,11,8,Keamanan Komp
895,895,5,1,2,5,3,5,1,2,2,2,10,9,6,10,9,6,7,3,2,4,10,6,2,6,6,12,8,7,7,8,11,7,5,6,7,6,3,3,6,4,11,12,9,7,10,12,8,5,4,7,Pemrograman Mobile
896,896,9,6,6,10,8,2,1,6,6,4,8,4,6,7,6,3,6,1,4,4,8,4,1,6,5,10,10,6,7,8,2,5,6,6,5,6,6,9,10,8,3,4,8,1,4,8,7,8,5,7,Pemrograman Web
897,897,9,5,6,5,6,11,8,10,5,8,11,7,9,6,8,6,7,4,2,5,10,8,10,9,9,9,12,8,9,10,10,10,8,4,8,11,7,7,8,8,7,8,7,7,7,9,8,11,9,9,Pemodelan B. Objek
898,898,10,12,6,7,9,9,5,7,6,7,7,11,10,12,10,5,2,6,1,4,10,8,7,3,7,5,7,8,8,7,11,9,6,2,7,9,7,9,6,8,12,8,11,11,10,5,6,2,6,5,Pemrograman Mobile
899,899,5,1,4,5,4,12,10,8,6,9,11,9,5,2,7,5,2,5,7,5,7,8,9,3,7,8,7,8,3,6,12,11,12,11,12,5,2,4,3,4,7,4,8,1,5,5,6,1,4,4,Keamanan Komp
900,900,4,4,7,5,5,9,8,6,2,6,5,7,5,7,6,6,4,7,9,6,9,6,7,10,8,8,8,9,9,8,9,9,7,7,8,5,4,6,1,4,5,5,8,2,5,6,6,2,6,5,Pemodelan B. Objek
901,901,8,12,8,10,10,12,12,8,5,9,7,6,10,6,7,11,7,10,9,9,12,9,5,8,8,9,10,9,12,10,10,9,12,8,10,5,3,5,8,5,7,7,8,9,8,10,11,10,10,10,Pemodelan B. Objek
902,902,5,8,8,8,7,7,10,5,3,6,8,4,5,6,6,11,11,11,10,11,12,10,8,9,10,9,7,11,9,9,5,1,6,1,3,9,12,9,6,9,10,6,8,2,6,6,10,4,2,6,Jaringan Komp
903,903,10,12,9,10,10,5,1,5,3,4,8,5,8,2,6,7,3,1,2,3,8,11,4,3,6,8,5,1,4,4,9,11,7,5,8,9,11,5,8,8,7,3,4,5,5,10,10,12,11,11,Pengolahan Gbr Data Sci
904,904,3,5,8,3,5,3,6,4,1,4,4,7,4,1,4,10,8,6,6,8,9,5,5,10,7,9,5,10,3,7,9,5,6,10,8,9,6,10,3,7,3,7,6,2,4,6,2,4,6,4,Pengolahan Gbr Data Sci
905,905,7,8,12,11,10,12,10,9,7,10,6,6,7,9,7,12,8,7,9,9,6,4,8,3,5,11,12,9,6,10,10,11,9,11,10,5,5,4,7,5,5,6,1,2,4,7,9,9,10,9,Data Sci IoT
906,906,5,1,5,3,4,5,6,8,9,7,10,12,9,10,10,7,7,4,2,5,11,10,12,6,10,11,11,7,8,9,11,7,6,8,8,11,12,9,10,10,8,10,4,2,6,7,8,4,9,7,Keamanan Komp
907,907,10,10,8,6,8,9,8,12,12,10,9,11,7,6,8,9,8,6,10,8,12,10,6,5,8,11,11,9,9,10,11,11,8,10,10,7,10,3,4,6,5,7,7,10,7,6,8,10,7,8,Pengolahan Gbr Data Sci
908,908,2,2,5,2,3,4,5,2,4,4,4,2,7,6,5,10,8,5,4,7,9,9,7,6,8,8,6,10,10,8,8,4,5,9,6,7,8,4,8,7,10,9,7,10,9,9,5,5,3,6,Pemrograman Mobile
909,909,12,10,10,11,11,9,7,7,4,7,12,10,11,7,10,12,11,8,7,10,9,10,7,12,10,10,8,12,6,9,5,2,7,1,4,11,9,12,7,10,8,12,8,12,10,9,8,5,8,8,Jaringan Komp
910,910,9,9,10,11,10,12,12,8,8,10,9,10,6,8,8,12,8,9,9,10,8,5,5,5,6,11,9,5,6,8,5,8,7,9,7,10,8,10,9,9,6,6,2,5,5,10,10,11,7,10,Jaringan Komp
911,911,10,7,4,1,6,6,9,10,8,8,10,7,11,12,10,7,4,3,6,5,5,1,1,3,2,12,10,10,11,11,12,12,10,7,10,9,8,6,2,6,11,7,12,3,8,10,6,4,6,6,Pengolahan Gbr Data Sci
912,912,5,4,8,5,6,10,10,9,9,10,2,1,6,5,4,2,5,1,1,2,5,4,8,7,6,7,8,7,5,7,5,4,5,9,6,8,4,3,8,6,10,8,7,3,7,2,4,1,1,2,Pemrograman Mobile
913,913,6,6,7,5,6,9,11,7,11,10,8,9,8,8,8,11,11,11,8,10,7,5,5,8,6,12,10,6,7,9,8,9,7,11,9,5,7,3,6,5,7,10,10,11,10,9,9,5,2,6,Pemrograman Mobile
914,914,10,6,2,6,6,6,4,9,4,6,11,9,11,9,10,9,12,6,10,9,12,10,11,12,11,11,7,6,2,6,11,11,7,9,10,7,9,10,6,8,7,7,6,2,6,6,7,6,5,6,Keamanan Komp
915,915,8,5,7,3,6,6,9,6,10,8,8,5,3,7,6,10,6,10,10,9,5,7,4,2,4,6,7,8,11,8,7,5,3,6,5,10,12,7,8,9,10,8,10,11,10,5,7,8,3,6,Pemrograman Web
916,916,8,5,8,8,7,9,5,10,2,6,5,9,1,2,4,7,7,6,5,6,4,1,2,6,3,8,10,10,8,9,8,7,7,9,8,9,10,10,7,9,2,6,5,6,5,10,10,10,6,9,Blockchain
917,917,11,10,12,12,11,10,10,10,7,9,7,8,8,11,8,8,10,5,9,8,9,5,7,8,7,12,12,12,12,12,12,10,6,3,8,7,11,7,5,8,9,9,6,9,8,5,4,8,2,5,Pemodelan B. Objek
918,918,9,5,7,9,8,11,10,10,10,10,6,7,6,3,6,5,4,6,6,5,11,7,9,12,10,5,9,3,6,6,9,10,12,10,10,11,12,7,11,10,11,11,7,7,9,7,3,8,4,6,Data Sci IoT
919,919,10,9,5,3,7,12,9,10,11,10,12,8,11,6,9,12,11,11,7,10,6,4,7,5,6,7,6,3,6,6,7,4,5,4,5,5,2,2,4,3,6,6,4,8,6,8,7,3,6,6,Data Sci IoT
920,920,10,6,5,1,6,6,7,8,9,8,3,1,1,2,2,8,6,5,1,5,2,2,7,3,4,10,7,8,4,7,6,10,8,10,8,7,5,10,6,7,4,2,7,4,4,3,1,5,4,3,Pemodelan B. Objek
921,921,7,7,9,8,8,8,6,8,10,8,8,4,8,7,7,7,10,10,8,9,7,6,11,7,8,8,7,9,9,8,5,7,5,1,4,10,10,8,12,10,9,7,12,11,10,10,10,6,10,9,Jaringan Komp
